"accession","length","host","protein","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"AGI52750","566","Human","HA","H1N1","USA","N","2009/10/01","Influenza A virus (A/Connecticut/14/2009(H1N1))","","","","","","c"
"AFJ18929","306","Human","HA","H1N1","Cuba","T","2009/10/01","Influenza A virus (A/Habana/3578/2009(H1N1))","","","","","","p"
"AER28640","232","Human","HA","H1N1","Mexico","N","2009/10/01","Influenza A virus (A/Mexico City/INER1/2009(H1N1))","","","","","","p"
"AGI53691","566","Human","HA","H1N1","USA","N","2009/10/01","Influenza A virus (A/Alaska/40/2009(H1N1))","","","","","","c"
"AGI55191","566","Human","HA","H1N1","USA","N","2009/10/01","Influenza A virus (A/Minnesota/14/2009(H1N1))","","","","","","c"
"AGI55283","566","Human","HA","H1N1","USA","N","2009/10/01","Influenza A virus (A/Illinois/13/2009(H1N1))","","","","","","c"
"ADA70663","208","Human","HA","H1N1","Mexico","N","2009/10/01","Influenza A virus (A/Mexico/InDRE43950/2009(H1N1))","","59","","","","p"
"ADD74588","566","Human","HA","H1N1","USA","N","2009/10/01","Influenza A virus (A/New York/5755/2009(H1N1))","","","","","","c"
"ADF87302","566","Human","HA","H1N1","USA","N","2009/10/01","Influenza A virus (A/California/VRDL80/2009(H1N1))","","","","","","c"
"ADF87341","566","Human","HA","H1N1","USA","N","2009/10/01","Influenza A virus (A/California/VRDL82/2009(H1N1))","","","","","","c"
"ADF87292","566","Human","HA","H1N1","USA","N","2009/10/01","Influenza A virus (A/California/VRDL79/2009(H1N1))","","","","","","c"
"ADF87331","566","Human","HA","H1N1","USA","N","2009/10/01","Influenza A virus (A/California/VRDL81/2009(H1N1))","","","","","","c"
"ADF87351","566","Human","HA","H1N1","USA","N","2009/10/01","Influenza A virus (A/California/VRDL83/2009(H1N1))","","","","","","c"
"ADG42813","566","Human","HA","H1N1","USA","N","2009/10/01","Influenza A virus (A/Wisconsin/629-D01351/2009(H1N1))","","","","","","c"
"ADM14848","564","Human","HA","H1N1","Mexico","N","2009/10/01","Influenza A virus (A/Mexico City/WR1695N/2009(H1N1))","","","","","","c"
"ADN24116","557","Human","HA","H1N1","Canada","N","2009/10/01","Influenza A virus (A/Canada-ON/RV2912/2009(H1N1))","","","","","","p"
"ADX96757","566","Human","HA","H1N1","USA","N","2009/10/01","Influenza A virus (A/San Diego/WRAIR1666P/2009(H1N1))","","","","","","c"
"AGI55071","566","Human","HA","H1N1","USA","N","2009/10/01","Influenza A virus (A/North Carolina/45/2009(H1N1))","","","","","","c"
"AGI53529","566","Human","HA","H1N1","USA","N","2009/10/02","Influenza A virus (A/Iowa/09/2009(H1N1))","","","","","","c"
"AGI53415","566","Human","HA","H1N1","USA","N","2009/10/02","Influenza A virus (A/Maryland/29/2009(H1N1))","","","","","","c"
"AGI54228","566","Human","HA","H1N1","USA","N","2009/10/02","Influenza A virus (A/Nevada/16/2009(H1N1))","","","","","","c"
"AFJ18930","306","Human","HA","H1N1","Cuba","T","2009/10/02","Influenza A virus (A/Habana/3619/2009(H1N1))","","","","","","p"
"ADD97301","566","Human","HA","H1N1","USA","N","2009/10/02","Influenza A virus (A/Wisconsin/629-D00853/2009(H1N1))","","","","","","c"
"ADD97291","566","Human","HA","H1N1","USA","N","2009/10/02","Influenza A virus (A/Wisconsin/629-D00250/2009(H1N1))","","","","","","c"
"ADN24117","557","Human","HA","H1N1","Canada","N","2009/10/02","Influenza A virus (A/Canada-ON/RV2913/2009(H1N1))","","","","","","p"
"ADX96767","566","Human","HA","H1N1","USA","N","2009/10/02","Influenza A virus (A/San Diego/WRAIR1667P/2009(H1N1))","","","","","","c"
"AGI52573","566","Human","HA","H1N1","USA","N","2009/10/02","Influenza A virus (A/New Mexico/08/2009(H1N1))","","","","","","c"
"ADD21754","566","Human","HA","H1N1","USA","N","2009/10/03","Influenza A virus (A/New York/4977/2009(H1N1))","","","","","","c"
"ADD97311","566","Human","HA","H1N1","USA","N","2009/10/03","Influenza A virus (A/Wisconsin/629-D02337/2009(H1N1))","","","","","","c"
"ADM21368","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Nebraska/AF2476/2009(H1N1))","","","","","","p"
"ADM21377","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Nevada/AF2485/2009(H1N1))","","","","","","p"
"ADM21378","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Nevada/AF2486/2009(H1N1))","","","","","","p"
"ADL40921","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Colorado/AF2141/2009(H1N1))","","","","","","p"
"ADL40862","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Alaska/AF2079/2009(H1N1))","","","","","","p"
"ADM25887","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/South Dakota/AF2572/2009(H1N1))","","","","","","p"
"ADM25888","357","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/South Dakota/AF2573/2009(H1N1))","","","","","","p"
"ADM25889","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/South Dakota/AF2574/2009(H1N1))","","","","","","p"
"ADM25890","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Texas/AF2575/2009(H1N1))","","","","","","p"
"ADM25891","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Texas/AF2576/2009(H1N1))","","","","","","p"
"ADM25892","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Texas/AF2577/2009(H1N1))","","","","","","p"
"ADM25893","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Texas/AF2578/2009(H1N1))","","","","","","p"
"ADM25894","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Texas/AF2579/2009(H1N1))","","","","","","p"
"ADM25895","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Texas/AF2580/2009(H1N1))","","","","","","p"
"ADM25896","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Texas/AF2581/2009(H1N1))","","","","","","p"
"ADM25897","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Texas/AF2582/2009(H1N1))","","","","","","p"
"ADM25898","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Texas/AF2583/2009(H1N1))","","","","","","p"
"ADM25899","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Texas/AF2584/2009(H1N1))","","","","","","p"
"ADM25900","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Texas/AF2585/2009(H1N1))","","","","","","p"
"ADM25901","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Texas/AF2586/2009(H1N1))","","","","","","p"
"ADM25902","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Texas/AF2587/2009(H1N1))","","","","","","p"
"ADM25903","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Texas/AF2588/2009(H1N1))","","","","","","p"
"ADM25904","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Texas/AF2589/2009(H1N1))","","","","","","p"
"ADM25949","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Utah/AF2652/2009(H1N1))","","","","","","p"
"ADM25951","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Virginia/AF2655/2009(H1N1))","","","","","","p"
"ADM45281","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Washington/AF2666/2009(H1N1))","","","","","","p"
"ADM45279","400","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Washington/AF2664/2009(H1N1))","","","","","","p"
"AEI87681","566","Human","HA","H1N1","Canada","N","2009/10/04","Influenza A virus (A/Quebec/QC151409/2009(H1N1))","","","","","","c"
"AGI54175","566","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Texas/61/2009(H1N1))","","","","","","c"
"AGI52895","566","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/New York/101/2009(H1N1))","","","","","","c"
"AGI55245","566","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Alaska/37/2009(H1N1))","","","","","","c"
"ADD74478","566","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/New York/4995/2009(H1N1))","","","","","","c"
"ADD97321","566","Human","HA","H1N1","USA","N","2009/10/04","Influenza A virus (A/Wisconsin/629-D00690/2009(H1N1))","","","","","","c"
"ADL40863","400","Human","HA","H1N1","USA","N","2009/10/05","Influenza A virus (A/Alaska/AF2080/2009(H1N1))","","","","","","p"
"ADL40900","400","Human","HA","H1N1","USA","N","2009/10/05","Influenza A virus (A/California/AF2118/2009(H1N1))","","","","","","p"
"ADL40901","400","Human","HA","H1N1","USA","N","2009/10/05","Influenza A virus (A/California/AF2119/2009(H1N1))","","","","","","p"
"ADL40934","400","Human","HA","H1N1","USA","N","2009/10/05","Influenza A virus (A/Delaware/AF2154/2009(H1N1))","","","","","","p"
"ADL40935","400","Human","HA","H1N1","USA","N","2009/10/05","Influenza A virus (A/Delaware/AF2155/2009(H1N1))","","","","","","p"
"ADL40888","400","Human","HA","H1N1","USA","N","2009/10/05","Influenza A virus (A/Arizona/AF2106/2009(H1N1))","","","","","","p"
"ADL40889","400","Human","HA","H1N1","USA","N","2009/10/05","Influenza A virus (A/Arizona/AF2107/2009(H1N1))","","","","","","p"
"ADL59644","400","Human","HA","H1N1","USA","N","2009/10/05","Influenza A virus (A/Florida/AF2183/2009(H1N1))","","","","","","p"
"ADL59645","400","Human","HA","H1N1","USA","N","2009/10/05","Influenza A virus (A/Florida/AF2184/2009(H1N1))","","","","","","p"
"ADL59665","400","Human","HA","H1N1","USA","N","2009/10/05","Influenza A virus (A/Illinois/AF2217/2009(H1N1))","","","","","","p"
"ADL60585","400","Human","HA","H1N1","USA","N","2009/10/05","Influenza A virus (A/Kansas/AF2356/2009(H1N1))","","","","","","p"
"ADM21369","400","Human","HA","H1N1","USA","N","2009/10/05","Influenza A virus (A/Nebraska/AF2477/2009(H1N1))","","","","","","p"
"AGI53252","566","Human","HA","H1N1","USA","N","2009/10/05","Influenza A virus (A/California/39/2009(H1N1))","","","","","","c"
"AGI54241","566","Human","HA","H1N1","USA","N","2009/10/05","Influenza A virus (A/Oregon/35/2009(H1N1))","","","","","","c"
"AGI52625","566","Human","HA","H1N1","USA","N","2009/10/05","Influenza A virus (A/Minnesota/24/2009(H1N1))","","","","","","c"
"ADD21764","566","Human","HA","H1N1","USA","N","2009/10/05","Influenza A virus (A/New York/4979/2009(H1N1))","","","","","","c"
"ADD74408","566","Human","HA","H1N1","USA","N","2009/10/05","Influenza A virus (A/New York/4981/2009(H1N1))","","","","","","c"
"ADD74468","566","Human","HA","H1N1","USA","N","2009/10/05","Influenza A virus (A/New York/4990/2009(H1N1))","","","","","","c"
"ADD74428","566","Human","HA","H1N1","USA","N","2009/10/05","Influenza A virus (A/New York/4985/2009(H1N1))","","","","","","c"
"ADD74438","566","Human","HA","H1N1","USA","N","2009/10/05","Influenza A virus (A/New York/4986/2009(H1N1))","","","","","","c"
"ADD97331","566","Human","HA","H1N1","USA","N","2009/10/05","Influenza A virus (A/Wisconsin/629-D00834/2009(H1N1))","","","","","","c"
"ADM14802","564","Human","HA","H1N1","Mexico","N","2009/10/05","Influenza A virus (A/Mexico City/WR1673N/2009(H1N1))","","","","","","c"
"ADL60587","400","Human","HA","H1N1","USA","N","2009/10/06","Influenza A virus (A/Kansas/AF2358/2009(H1N1))","","","","","","p"
"ADM21370","400","Human","HA","H1N1","USA","N","2009/10/06","Influenza A virus (A/Nebraska/AF2478/2009(H1N1))","","","","","","p"
"ADM21362","400","Human","HA","H1N1","USA","N","2009/10/06","Influenza A virus (A/Mississippi/AF2465/2009(H1N1))","","","","","","p"
"ADL60584","400","Human","HA","H1N1","USA","N","2009/10/06","Influenza A virus (A/Kansas/AF2355/2009(H1N1))","","","","","","p"
"ADL59646","400","Human","HA","H1N1","USA","N","2009/10/06","Influenza A virus (A/Florida/AF2185/2009(H1N1))","","","","","","p"
"ADL59633","400","Human","HA","H1N1","USA","N","2009/10/06","Influenza A virus (A/Delaware/AF2172/2009(H1N1))","","","","","","p"
"ADL40919","400","Human","HA","H1N1","USA","N","2009/10/06","Influenza A virus (A/Colorado/AF2139/2009(H1N1))","","","","","","p"
"ADL40920","400","Human","HA","H1N1","USA","N","2009/10/06","Influenza A virus (A/Colorado/AF2140/2009(H1N1))","","","","","","p"
"ADM45277","400","Human","HA","H1N1","USA","N","2009/10/06","Influenza A virus (A/Washington/AF2662/2009(H1N1))","","","","","","p"
"ADM45278","400","Human","HA","H1N1","USA","N","2009/10/06","Influenza A virus (A/Washington/AF2663/2009(H1N1))","","","","","","p"
"ADM21420","400","Human","HA","H1N1","USA","N","2009/10/06","Influenza A virus (A/Oklahoma/AF2530/2009(H1N1))","","","","","","p"
"AGI52749","566","Human","HA","H1N1","USA","N","2009/10/06","Influenza A virus (A/Delaware/13/2009(H1N1))","","","","","","c"
"AGI53652","566","Human","HA","H1N1","USA","N","2009/10/06","Influenza A virus (A/Colorado/13/2009(H1N1))","","","","","","c"
"AGI55258","566","Human","HA","H1N1","USA","N","2009/10/06","Influenza A virus (A/Texas/77/2009(H1N1))","","","","","","c"
"AGI55208","566","Human","HA","H1N1","USA","N","2009/10/06","Influenza A virus (A/Washington/60/2009(H1N1))","","","","","","c"
"AEA29592","566","Swine","HA","H1N1","Canada","N","2009/10/06","Influenza A virus (A/swine/MB/36/2009(H1N1))","","","","","","c"
"ADD74418","566","Human","HA","H1N1","USA","N","2009/10/06","Influenza A virus (A/New York/4984/2009(H1N1))","","","","","","c"
"ADD74458","566","Human","HA","H1N1","USA","N","2009/10/06","Influenza A virus (A/New York/4988/2009(H1N1))","","","","","","c"
"ADD74448","566","Human","HA","H1N1","USA","N","2009/10/06","Influenza A virus (A/New York/4987/2009(H1N1))","","","","","","c"
"ADD97341","566","Human","HA","H1N1","USA","N","2009/10/06","Influenza A virus (A/Wisconsin/629-S1252/2009(H1N1))","","","","","","c"
"ADE20828","566","Human","HA","H1N1","USA","N","2009/10/06","Influenza A virus (A/Wisconsin/629-D01102/2009(H1N1))","","","","","","c"
"AGI53648","566","Human","HA","H1N1","USA","N","2009/10/06","Influenza A virus (A/Colorado/13/2009(H1N1))","","","","","","c"
"AGI53597","566","Human","HA","H1N1","USA","N","2009/10/07","Influenza A virus (A/Idaho/13/2009(H1N1))","","","","","","c"
"AGI53783","566","Human","HA","H1N1","USA","N","2009/10/07","Influenza A virus (A/Wyoming/15/2009(H1N1))","","","","","","c"
"AGI53810","566","Human","HA","H1N1","USA","N","2009/10/07","Influenza A virus (A/North Carolina/57/2009(H1N1))","","","","","","c"
"AGI52563","566","Human","HA","H1N1","USA","N","2009/10/07","Influenza A virus (A/Oregon/33/2009(H1N1))","","","","","","c"
"AEI87722","566","Human","HA","H1N1","Canada","N","2009/10/07","Influenza A virus (A/Montreal/MTL236425/2009(H1N1))","","","","","","c"
"ADM21421","400","Human","HA","H1N1","USA","N","2009/10/07","Influenza A virus (A/Oklahoma/AF2531/2009(H1N1))","","","","","","p"
"ADM21400","400","Human","HA","H1N1","USA","N","2009/10/07","Influenza A virus (A/North Dakota/AF2510/2009(H1N1))","","","","","","p"
"ADM21403","400","Human","HA","H1N1","USA","N","2009/10/07","Influenza A virus (A/Ohio/AF2513/2009(H1N1))","","","","","","p"
"ADM45280","400","Human","HA","H1N1","USA","N","2009/10/07","Influenza A virus (A/Washington/AF2665/2009(H1N1))","","","","","","p"
"ADL59632","400","Human","HA","H1N1","USA","N","2009/10/07","Influenza A virus (A/Delaware/AF2171/2009(H1N1))","","","","","","p"
"ADL60586","400","Human","HA","H1N1","USA","N","2009/10/07","Influenza A virus (A/Kansas/AF2357/2009(H1N1))","","","","","","p"
"ADL60588","400","Human","HA","H1N1","USA","N","2009/10/07","Influenza A virus (A/Kansas/AF2359/2009(H1N1))","","","","","","p"
"ADL60589","400","Human","HA","H1N1","USA","N","2009/10/07","Influenza A virus (A/Kansas/AF2360/2009(H1N1))","","","","","","p"
"ADL40890","400","Human","HA","H1N1","USA","N","2009/10/07","Influenza A virus (A/Arizona/AF2108/2009(H1N1))","","","","","","p"
"ADL40891","400","Human","HA","H1N1","USA","N","2009/10/07","Influenza A virus (A/Arizona/AF2109/2009(H1N1))","","","","","","p"
"ADE20838","566","Human","HA","H1N1","USA","N","2009/10/07","Influenza A virus (A/Wisconsin/629-D02100/2009(H1N1))","","","","","","c"
"ADO25092","566","Human","HA","H1N1","USA","N","2009/10/07","Influenza A virus (A/Boston/584/2009(H1N1))","","","","","","c"
"ADN24121","557","Human","HA","H1N1","Canada","N","2009/10/07","Influenza A virus (A/Canada-SK/RV2926/2009(H1N1))","","","","","","p"
"ADL59647","400","Human","HA","H1N1","USA","N","2009/10/08","Influenza A virus (A/Florida/AF2186/2009(H1N1))","","","","","","p"
"ADM21402","400","Human","HA","H1N1","USA","N","2009/10/08","Influenza A virus (A/Ohio/AF2512/2009(H1N1))","","","","","","p"
"AGI54046","566","Human","HA","H1N1","USA","N","2009/10/08","Influenza A virus (A/South Carolina/39/2009(H1N1))","","","","","","c"
"AGI53350","566","Human","HA","H1N1","USA","N","2009/10/08","Influenza A virus (A/Vermont/20/2009(H1N1))","","","","","","c"
"AGI52981","566","Human","HA","H1N1","USA","N","2009/10/08","Influenza A virus (A/Tennessee/17/2009(H1N1))","","","","","","c"
"AGK73484","566","Human","HA","H1N1","USA","N","2009/10/08","Influenza A virus (A/Texas/79/2009(H1N1))","","","","","","c"
"AGI53803","566","Human","HA","H1N1","USA","N","2009/10/09","Influenza A virus (A/Kentucky/24/2009(H1N1))","","","","","","c"
"AGI54864","566","Human","HA","H1N1","USA","N","2009/10/09","Influenza A virus (A/Arkansas/07/2009(H1N1))","","","","","","c"
"AGI54657","566","Human","HA","H1N1","USA","N","2009/10/09","Influenza A virus (A/Hawaii/27/2009(H1N1))","","","","","","c"
"ADD97351","566","Human","HA","H1N1","USA","N","2009/10/09","Influenza A virus (A/Wisconsin/629-D01749/2009(H1N1))","","","","","","c"
"ADD97361","566","Human","HA","H1N1","USA","N","2009/10/09","Influenza A virus (A/Wisconsin/629-D02090/2009(H1N1))","","","","","","c"
"ADD97371","566","Human","HA","H1N1","USA","N","2009/10/09","Influenza A virus (A/Wisconsin/629-D01080/2009(H1N1))","","","","","","c"
"ADF87361","566","Human","HA","H1N1","USA","N","2009/10/09","Influenza A virus (A/California/VRDL84/2009(H1N1))","","","","","","c"
"ADF87371","566","Human","HA","H1N1","USA","N","2009/10/09","Influenza A virus (A/California/VRDL85/2009(H1N1))","","","","","","c"
"ADF87381","566","Human","HA","H1N1","USA","N","2009/10/09","Influenza A virus (A/California/VRDL86/2009(H1N1))","","","","","","c"
"ADG42623","566","Human","HA","H1N1","USA","N","2009/10/09","Influenza A virus (A/California/VRDL87/2009(H1N1))","","","","","","c"
"ADG42633","566","Human","HA","H1N1","USA","N","2009/10/09","Influenza A virus (A/California/VRDL88/2009(H1N1))","","","","","","c"
"ADM14903","564","Human","HA","H1N1","Mexico","N","2009/10/09","Influenza A virus (A/Mexico City/WR1708T/2009(H1N1))","","","","","","c"
"ADN24122","557","Human","HA","H1N1","Canada","N","2009/10/09","Influenza A virus (A/Canada-SK/RV2927/2009(H1N1))","","","","","","p"
"ADN24146","557","Human","HA","H1N1","Canada","N","2009/10/09","Influenza A virus (A/Canada-ON/RV2962/2009(H1N1))","","","","","","p"
"AGI55346","566","Human","HA","H1N1","USA","N","2009/10/10","Influenza A virus (A/Hawaii/28/2009(H1N1))","","","","","","c"
"AGI55320","566","Human","HA","H1N1","USA","N","2009/10/10","Influenza A virus (A/Tennessee/18/2009(H1N1))","","","","","","c"
"AGI53710","566","Human","HA","H1N1","USA","N","2009/10/10","Influenza A virus (A/Nebraska/20/2009(H1N1))","","","","","","c"
"ADD97381","566","Human","HA","H1N1","USA","N","2009/10/10","Influenza A virus (A/Wisconsin/629-D00557/2009(H1N1))","","","","","","c"
"AEA73781","566","Human","HA","H1N1","USA","N","2009/10/10","Influenza A virus (A/Boston/583/2009(H1N1))","","","","","","c"
"AGI52921","566","Human","HA","H1N1","USA","N","2009/10/10","Influenza A virus (A/New Mexico/06/2009(H1N1))","","","","","","c"
"AGI55237","566","Human","HA","H1N1","USA","N","2009/10/11","Influenza A virus (A/Arkansas/08/2009(H1N1))","","","","","","c"
"ADL40864","400","Human","HA","H1N1","USA","N","2009/10/11","Influenza A virus (A/Alaska/AF2081/2009(H1N1))","","","","","","p"
"ADL40865","400","Human","HA","H1N1","USA","N","2009/10/11","Influenza A virus (A/Alaska/AF2082/2009(H1N1))","","","","","","p"
"ADL40866","400","Human","HA","H1N1","USA","N","2009/10/11","Influenza A virus (A/Alaska/AF2083/2009(H1N1))","","","","","","p"
"ADL40867","400","Human","HA","H1N1","USA","N","2009/10/11","Influenza A virus (A/Alaska/AF2084/2009(H1N1))","","","","","","p"
"ADL40868","400","Human","HA","H1N1","USA","N","2009/10/11","Influenza A virus (A/Alaska/AF2085/2009(H1N1))","","","","","","p"
"ADM25905","400","Human","HA","H1N1","USA","N","2009/10/11","Influenza A virus (A/Texas/AF2590/2009(H1N1))","","","","","","p"
"ADM25906","400","Human","HA","H1N1","USA","N","2009/10/11","Influenza A virus (A/Texas/AF2591/2009(H1N1))","","","","","","p"
"ADM25907","400","Human","HA","H1N1","USA","N","2009/10/11","Influenza A virus (A/Texas/AF2592/2009(H1N1))","","","","","","p"
"ADM25908","400","Human","HA","H1N1","USA","N","2009/10/11","Influenza A virus (A/Texas/AF2593/2009(H1N1))","","","","","","p"
"ADM25909","400","Human","HA","H1N1","USA","N","2009/10/11","Influenza A virus (A/Texas/AF2594/2009(H1N1))","","","","","","p"
"ADM25910","400","Human","HA","H1N1","USA","N","2009/10/11","Influenza A virus (A/Texas/AF2595/2009(H1N1))","","","","","","p"
"ADM25952","400","Human","HA","H1N1","USA","N","2009/10/11","Influenza A virus (A/Virginia/AF2656/2009(H1N1))","","","","","","p"
"ADM45282","400","Human","HA","H1N1","USA","N","2009/10/11","Influenza A virus (A/Washington/AF2667/2009(H1N1))","","","","","","p"
"ADM45284","400","Human","HA","H1N1","USA","N","2009/10/11","Influenza A virus (A/Washington/AF2669/2009(H1N1))","","","","","","p"
"ADM32068","566","Human","HA","H1N1","Nicaragua","T","2009/10/11","Influenza A virus (A/Managua/3013.01/2009(H1N1))","","","","","","c"
"ADN24147","557","Human","HA","H1N1","Canada","N","2009/10/11","Influenza A virus (A/Canada-ON/RV2963/2009(H1N1))","","","","","","p"
"ADX96308","566","Human","HA","H1N1","USA","N","2009/10/11","Influenza A virus (A/Colorado/WRAIR0353S/2009(H1N1))","","","","","","c"
"AEE27158","566","Human","HA","H1N1","Nicaragua","T","2009/10/11","Influenza A virus (A/Managua/4606.07/2009(H1N1))","","","","","","c"
"AGI55202","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/Texas/64/2009(H1N1))","","","","","","c"
"AGI53421","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/Washington/70/2009(H1N1))","","","","","","c"
"AGI53515","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/Virginia/21/2009(H1N1))","","","","","","c"
"AGI53678","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/Wisconsin/60/2009(H1N1))","","","","","","c"
"AGI53870","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/Texas/63/2009(H1N1))","","","","","","c"
"AGI53875","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/Texas/65/2009(H1N1))","","","","","","c"
"AGI53895","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/Wisconsin/52/2009(H1N1))","","","","","","c"
"AER28641","232","Human","HA","H1N1","Mexico","N","2009/10/12","Influenza A virus (A/Mexico City/INER2/2009(H1N1))","","","","","","p"
"AGI52776","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/Pennsylvania/26/2009(H1N1))","","","","","","c"
"ADD23132","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/San Diego/INS01/2009(H1N1))","","","","","","c"
"ADD23142","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/San Diego/INS02/2009(H1N1))","","","","","","c"
"ADD23172","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/San Diego/INS05/2009(H1N1))","","","","","","c"
"ADD23152","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/San Diego/INS03/2009(H1N1))","","","","","","c"
"ADD23162","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/San Diego/INS04/2009(H1N1))","","","","","","c"
"ADD23182","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/San Diego/INS06/2009(H1N1))","","","","","","c"
"ADD23475","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/San Diego/INS52/2009(H1N1))","","","","","","c"
"ADD23485","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/San Diego/INS53/2009(H1N1))","","","","","","c"
"ADD74968","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/San Diego/INS51/2009(H1N1))","","","","","","c"
"ADD74978","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/San Diego/INS54/2009(H1N1))","","","","","","c"
"ADD96796","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/New York/5045/2009(H1N1))","","","","","","c"
"ADD97391","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/Wisconsin/629-S1309/2009(H1N1))","","","","","","c"
"ADD97401","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/Wisconsin/629-S1313/2009(H1N1))","","","","","","c"
"ADG42823","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/Wisconsin/629-D00675/2009(H1N1))","","","","","","c"
"ADG42833","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/Wisconsin/629-D02442/2009(H1N1))","","","","","","c"
"ADG42843","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/Wisconsin/629-D00830/2009(H1N1))","","","","","","c"
"ADK21713","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/San Diego/INS193/2009(H1N1))","","","","","","c"
"ADN24123","557","Human","HA","H1N1","Canada","N","2009/10/12","Influenza A virus (A/Canada-SK/RV2928/2009(H1N1))","","","","","","p"
"ADX99000","566","Human","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/San Diego/INS194/2009(H1N1))","","","","","","c"
"AFY24010","566","Human","HA","H1N1","Mexico","N","2009/10/12","Influenza A virus (A/Mexico City/INER2/2009(H1N1))","","","","","","c"
"AGB84894","566","Human","HA","H1N1","Mexico","N","2009/10/12","Influenza A virus (A/Mexico City/INERPHAC1/2009(H1N1))","","","","","","c"
"AHB21568","566","Swine","HA","H1N1","USA","N","2009/10/12","Influenza A virus (A/swine/Arkansas/SG1323/2009(H1N1))","","","","","","c"
"ADL40892","400","Human","HA","H1N1","USA","N","2009/10/13","Influenza A virus (A/Arizona/AF2110/2009(H1N1))","","","","","","p"
"ADL40902","400","Human","HA","H1N1","USA","N","2009/10/13","Influenza A virus (A/California/AF2120/2009(H1N1))","","","","","","p"
"ADL40903","400","Human","HA","H1N1","USA","N","2009/10/13","Influenza A virus (A/California/AF2121/2009(H1N1))","","","","","","p"
